equilibrium_id,regret,welfare,mixture_dict,mixture_vector,support,support_size,is_pure_strategy,dominant_strategy,dominant_probability
1,0.0,22527.771240234375,"{'MELO_0_100': 1.0, 'MELO_100_0': 0.0}","[1.0, 0.0]",['MELO_0_100'],1,True,MELO_0_100,1.0
2,0.0,24664.5216796875,"{'MELO_0_100': 0.0, 'MELO_100_0': 1.0}","[0.0, 1.0]",['MELO_100_0'],1,True,MELO_100_0,1.0
3,1.4301389455795288e-05,23091.649118305737,"{'MELO_0_100': 0.3458436131477356, 'MELO_100_0': 0.6541563868522644}","[0.3458436131477356, 0.6541563868522644]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.6541563868522644
4,4.1078776121139526e-05,22911.13801239019,"{'MELO_0_100': 0.3559648096561432, 'MELO_100_0': 0.6440351605415344}","[0.3559648096561432, 0.6440351605415344]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.6440351605415344
5,8.02949070930481e-05,22770.00225065519,"{'MELO_0_100': 0.3635548949241638, 'MELO_100_0': 0.6364451050758362}","[0.3635548949241638, 0.6364451050758362]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.6364451050758362
6,0.00025076791644096375,23779.118889026166,"{'MELO_0_100': 0.30000001192092896, 'MELO_100_0': 0.699999988079071}","[0.30000001192092896, 0.699999988079071]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.699999988079071
7,0.0002812463790178299,22354.64653088735,"{'MELO_0_100': 0.38484013080596924, 'MELO_100_0': 0.6151599287986755}","[0.38484013080596924, 0.6151599287986755]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.6151599287986755
