equilibrium_id,regret,welfare,mixture_dict,mixture_vector,support,support_size,is_pure_strategy,dominant_strategy,dominant_probability
23,0.0,29452.46461316286,"{'MELO_0_100': 0.6112655997276306, 'MELO_100_0': 0.3887344002723694}","[0.6112655997276306, 0.3887344002723694]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_0_100,0.6112655997276306
24,0.0,21973.83109465689,"{'MELO_0_100': 0.3156549632549286, 'MELO_100_0': 0.684345006942749}","[0.3156549632549286, 0.684345006942749]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.684345006942749
25,0.0,23429.062729959707,"{'MELO_0_100': 0.06348888576030731, 'MELO_100_0': 0.9365110993385315}","[0.06348888576030731, 0.9365110993385315]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.9365110993385315
26,0.0,22956.42220809485,"{'MELO_0_100': 0.14914704859256744, 'MELO_100_0': 0.8508529663085938}","[0.14914704859256744, 0.8508529663085938]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.8508529663085938
27,0.0,25254.87441641297,"{'MELO_0_100': 0.5089061856269836, 'MELO_100_0': 0.49109384417533875}","[0.5089061856269836, 0.49109384417533875]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_0_100,0.5089061856269836
28,0.0,31342.75447910652,"{'MELO_0_100': 0.7092889547348022, 'MELO_100_0': 0.29071104526519775}","[0.7092889547348022, 0.29071104526519775]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_0_100,0.7092889547348022
29,0.0,21874.409835032566,"{'MELO_0_100': 0.3562081456184387, 'MELO_100_0': 0.6437918543815613}","[0.3562081456184387, 0.6437918543815613]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.6437918543815613
30,0.0,33098.78714351601,"{'MELO_0_100': 0.9912633895874023, 'MELO_100_0': 0.008736607618629932}","[0.9912633895874023, 0.008736607618629932]","['MELO_0_100', 'MELO_100_0']",2,True,MELO_0_100,0.9912633895874023
31,0.0,22790.852010726227,"{'MELO_0_100': 0.44479653239250183, 'MELO_100_0': 0.5552034974098206}","[0.44479653239250183, 0.5552034974098206]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.5552034974098206
32,0.0,33038.26964522612,"{'MELO_0_100': 0.9716508388519287, 'MELO_100_0': 0.028349176049232483}","[0.9716508388519287, 0.028349176049232483]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_0_100,0.9716508388519287
33,0.0,30352.00361993444,"{'MELO_0_100': 0.6482773423194885, 'MELO_100_0': 0.3517226576805115}","[0.6482773423194885, 0.3517226576805115]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_0_100,0.6482773423194885
34,0.0,22906.91579691603,"{'MELO_0_100': 0.15743404626846313, 'MELO_100_0': 0.8425659537315369}","[0.15743404626846313, 0.8425659537315369]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.8425659537315369
35,0.0,23717.529144026495,"{'MELO_0_100': 0.003051840467378497, 'MELO_100_0': 0.9969481825828552}","[0.003051840467378497, 0.9969481825828552]","['MELO_0_100', 'MELO_100_0']",2,True,MELO_100_0,0.9969481825828552
36,0.0,27120.561975289584,"{'MELO_0_100': 0.5482272505760193, 'MELO_100_0': 0.4517727494239807}","[0.5482272505760193, 0.4517727494239807]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_0_100,0.5482272505760193
37,0.0,32473.77516188588,"{'MELO_0_100': 0.8405874371528625, 'MELO_100_0': 0.15941254794597626}","[0.8405874371528625, 0.15941254794597626]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_0_100,0.8405874371528625
38,0.0,30825.28475481097,"{'MELO_0_100': 0.6738011240959167, 'MELO_100_0': 0.32619887590408325}","[0.6738011240959167, 0.32619887590408325]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_0_100,0.6738011240959167
39,0.0,23595.663992804362,"{'MELO_0_100': 0.47047334909439087, 'MELO_100_0': 0.5295266509056091}","[0.47047334909439087, 0.5295266509056091]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.5295266509056091
40,0.0,21930.344917575097,"{'MELO_0_100': 0.38360241055488586, 'MELO_100_0': 0.6163975596427917}","[0.38360241055488586, 0.6163975596427917]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.6163975596427917
41,0.0,31890.927124089365,"{'MELO_0_100': 0.760226845741272, 'MELO_100_0': 0.2397731989622116}","[0.760226845741272, 0.2397731989622116]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_0_100,0.760226845741272
