equilibrium_id,regret,welfare,mixture_dict,mixture_vector,support,support_size,is_pure_strategy,dominant_strategy,dominant_probability
1,0.0,30137.34900415039,"{'MELO_0_100': 0.0, 'MELO_100_0': 1.0}","[0.0, 1.0]",['MELO_100_0'],1,True,MELO_100_0,1.0
2,7.406994700431824e-05,7736.366445585172,"{'MELO_0_100': 0.5932192802429199, 'MELO_100_0': 0.4067806303501129}","[0.5932192802429199, 0.4067806303501129]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_0_100,0.5932192802429199
3,0.00025749020278453827,7209.239221299238,"{'MELO_0_100': 0.6000000238418579, 'MELO_100_0': 0.4000000059604645}","[0.6000000238418579, 0.4000000059604645]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_0_100,0.6000000238418579
4,0.0005860477685928345,26194.98262152398,"{'MELO_0_100': 0.4000000059604645, 'MELO_100_0': 0.6000000238418579}","[0.4000000059604645, 0.6000000238418579]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.6000000238418579
5,0.0009534275159239769,10272.642157107453,"{'MELO_0_100': 0.5653051137924194, 'MELO_100_0': 0.43469488620758057}","[0.5653051137924194, 0.43469488620758057]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_0_100,0.5653051137924194
