equilibrium_id,regret,welfare,mixture_dict,mixture_vector,support,support_size,is_pure_strategy,dominant_strategy,dominant_probability
16,0.0,19273.29539242626,"{'MELO_0_100': 0.3669605851173401, 'MELO_100_0': 0.6330394148826599}","[0.3669605851173401, 0.6330394148826599]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.6330394148826599
17,0.0,24595.30993864141,"{'MELO_0_100': 0.5414194464683533, 'MELO_100_0': 0.45858055353164673}","[0.5414194464683533, 0.45858055353164673]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_0_100,0.5414194464683533
18,0.0,19206.706312633774,"{'MELO_0_100': 0.38138842582702637, 'MELO_100_0': 0.6186116337776184}","[0.38138842582702637, 0.6186116337776184]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.6186116337776184
19,0.0,19195.335862036478,"{'MELO_0_100': 0.3866865038871765, 'MELO_100_0': 0.6133134961128235}","[0.3866865038871765, 0.6133134961128235]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.6133134961128235
20,0.0,21409.65169702263,"{'MELO_0_100': 0.19424068927764893, 'MELO_100_0': 0.8057593107223511}","[0.19424068927764893, 0.8057593107223511]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.8057593107223511
21,0.0,23374.36626081146,"{'MELO_0_100': 0.01910391077399254, 'MELO_100_0': 0.9808961153030396}","[0.01910391077399254, 0.9808961153030396]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.9808961153030396
22,0.0,22679.532406836202,"{'MELO_0_100': 0.08832510560750961, 'MELO_100_0': 0.9116749167442322}","[0.08832510560750961, 0.9116749167442322]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.9116749167442322
23,0.0,32258.57434796509,"{'MELO_0_100': 0.7407184839248657, 'MELO_100_0': 0.2592815160751343}","[0.7407184839248657, 0.2592815160751343]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_0_100,0.7407184839248657
24,0.0,19192.573812535167,"{'MELO_0_100': 0.3930658996105194, 'MELO_100_0': 0.606934130191803}","[0.3930658996105194, 0.606934130191803]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.606934130191803
25,0.0,19471.633776010396,"{'MELO_0_100': 0.42920970916748047, 'MELO_100_0': 0.5707902908325195}","[0.42920970916748047, 0.5707902908325195]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.5707902908325195
26,0.0,24258.74923474223,"{'MELO_0_100': 0.5359716415405273, 'MELO_100_0': 0.46402838826179504}","[0.5359716415405273, 0.46402838826179504]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_0_100,0.5359716415405273
27,0.0,35198.76399689514,"{'MELO_0_100': 0.9458054304122925, 'MELO_100_0': 0.0541946105659008}","[0.9458054304122925, 0.0541946105659008]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_0_100,0.9458054304122925
28,0.0,19513.568195590622,"{'MELO_0_100': 0.3388057053089142, 'MELO_100_0': 0.6611942648887634}","[0.3388057053089142, 0.6611942648887634]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.6611942648887634
29,0.0,30202.246029187005,"{'MELO_0_100': 0.6612945795059204, 'MELO_100_0': 0.3387054204940796}","[0.6612945795059204, 0.3387054204940796]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_0_100,0.6612945795059204
30,0.0,32739.069972908314,"{'MELO_0_100': 0.7646214962005615, 'MELO_100_0': 0.2353784739971161}","[0.7646214962005615, 0.2353784739971161]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_0_100,0.7646214962005615
31,0.0,22306.836605545424,"{'MELO_0_100': 0.12163829058408737, 'MELO_100_0': 0.878361701965332}","[0.12163829058408737, 0.878361701965332]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.878361701965332
32,0.0,23895.7245471176,"{'MELO_0_100': 0.5301189422607422, 'MELO_100_0': 0.4698810875415802}","[0.5301189422607422, 0.4698810875415802]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_0_100,0.5301189422607422
33,0.0,22806.466099443234,"{'MELO_0_100': 0.07643493264913559, 'MELO_100_0': 0.9235650897026062}","[0.07643493264913559, 0.9235650897026062]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.9235650897026062
34,0.0,28645.049424435943,"{'MELO_0_100': 0.6185161471366882, 'MELO_100_0': 0.38148388266563416}","[0.6185161471366882, 0.38148388266563416]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_0_100,0.6185161471366882
35,0.0,19607.696054627242,"{'MELO_0_100': 0.33014389872550964, 'MELO_100_0': 0.669856071472168}","[0.33014389872550964, 0.669856071472168]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.669856071472168
36,0.0,29891.605626221473,"{'MELO_0_100': 0.6518021821975708, 'MELO_100_0': 0.3481978476047516}","[0.6518021821975708, 0.3481978476047516]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_0_100,0.6518021821975708
37,0.0,34691.53631544523,"{'MELO_0_100': 0.8966132998466492, 'MELO_100_0': 0.10338672250509262}","[0.8966132998466492, 0.10338672250509262]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_0_100,0.8966132998466492
38,0.0,31079.77546584932,"{'MELO_0_100': 0.691301703453064, 'MELO_100_0': 0.30869826674461365}","[0.691301703453064, 0.30869826674461365]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_0_100,0.691301703453064
39,0.0,35398.768833294656,"{'MELO_0_100': 0.9680899977684021, 'MELO_100_0': 0.03191002830862999}","[0.9680899977684021, 0.03191002830862999]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_0_100,0.9680899977684021
