equilibrium_id,regret,welfare,mixture_dict,mixture_vector,support,support_size,is_pure_strategy,dominant_strategy,dominant_probability
1,0.0,30381.663507080077,"{'MELO_0_100': 1.0, 'MELO_100_0': 0.0}","[1.0, 0.0]",['MELO_0_100'],1,True,MELO_0_100,1.0
2,1.1261552572250366e-05,22634.868046221443,"{'MELO_0_100': 0.46839913725852966, 'MELO_100_0': 0.531600832939148}","[0.46839913725852966, 0.531600832939148]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.531600832939148
3,1.629069447517395e-05,22574.064546994865,"{'MELO_0_100': 0.4659079611301422, 'MELO_100_0': 0.5340920090675354}","[0.4659079611301422, 0.5340920090675354]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.5340920090675354
4,6.070919334888458e-05,26617.882561808536,"{'MELO_0_100': 0.5860795378684998, 'MELO_100_0': 0.41392040252685547}","[0.5860795378684998, 0.41392040252685547]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_0_100,0.5860795378684998
5,6.976909935474396e-05,22785.498605334113,"{'MELO_0_100': 0.4742283821105957, 'MELO_100_0': 0.5257716178894043}","[0.4742283821105957, 0.5257716178894043]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.5257716178894043
6,0.00017348304390907288,23094.658561360164,"{'MELO_0_100': 0.48503875732421875, 'MELO_100_0': 0.5149612426757812}","[0.48503875732421875, 0.5149612426757812]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.5149612426757812
7,0.00020086392760276794,22266.134786496677,"{'MELO_0_100': 0.4515705704689026, 'MELO_100_0': 0.5484294891357422}","[0.4515705704689026, 0.5484294891357422]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.5484294891357422
8,0.00023847073316574097,27010.87883147817,"{'MELO_0_100': 0.6000000238418579, 'MELO_100_0': 0.4000000059604645}","[0.6000000238418579, 0.4000000059604645]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_0_100,0.6000000238418579
9,0.0002432800829410553,26339.833635030605,"{'MELO_0_100': 0.5770211219787598, 'MELO_100_0': 0.42297884821891785}","[0.5770211219787598, 0.42297884821891785]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_0_100,0.5770211219787598
10,0.0002771979197859764,23470.896440126475,"{'MELO_0_100': 0.49680790305137634, 'MELO_100_0': 0.5031920671463013}","[0.49680790305137634, 0.5031920671463013]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.5031920671463013
11,0.0002837572246789932,22161.95970508192,"{'MELO_0_100': 0.44579121470451355, 'MELO_100_0': 0.5542088747024536}","[0.44579121470451355, 0.5542088747024536]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.5542088747024536
12,0.0002892725169658661,22155.625676369815,"{'MELO_0_100': 0.4454186260700226, 'MELO_100_0': 0.5545814037322998}","[0.4454186260700226, 0.5545814037322998]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.5545814037322998
13,0.0003032311797142029,23579.06511882435,"{'MELO_0_100': 0.5, 'MELO_100_0': 0.5}","[0.5, 0.5]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_0_100,0.5
14,0.00033135805279016495,23703.895212539992,"{'MELO_0_100': 0.503604531288147, 'MELO_100_0': 0.49639540910720825}","[0.503604531288147, 0.49639540910720825]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_0_100,0.503604531288147
15,0.1920090913772583,22036.85330810547,"{'MELO_0_100': 0.0, 'MELO_100_0': 1.0}","[0.0, 1.0]",['MELO_100_0'],1,True,MELO_100_0,1.0
