equilibrium_id,regret,welfare,mixture_dict,mixture_vector,support,support_size,is_pure_strategy,dominant_strategy,dominant_probability
1,0.0,32131.355756835936,"{'MELO_0_100': 1.0, 'MELO_100_0': 0.0}","[1.0, 0.0]",['MELO_0_100'],1,True,MELO_0_100,1.0
2,0.0,24539.81498535156,"{'MELO_0_100': 0.0, 'MELO_100_0': 1.0}","[0.0, 1.0]",['MELO_100_0'],1,True,MELO_100_0,1.0
3,6.008520722389221e-05,22635.834500576213,"{'MELO_0_100': 0.3297252058982849, 'MELO_100_0': 0.6702747344970703}","[0.3297252058982849, 0.6702747344970703]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.6702747344970703
4,8.014403283596039e-05,22552.554614912322,"{'MELO_0_100': 0.34601029753685, 'MELO_100_0': 0.6539896726608276}","[0.34601029753685, 0.6539896726608276]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.6539896726608276
5,0.00012481212615966797,24518.939260705443,"{'MELO_0_100': 0.004371073562651873, 'MELO_100_0': 0.9956289529800415}","[0.004371073562651873, 0.9956289529800415]","['MELO_0_100', 'MELO_100_0']",2,True,MELO_100_0,0.9956289529800415
6,0.00013899803161621094,24516.444021903135,"{'MELO_0_100': 0.004891926422715187, 'MELO_100_0': 0.9951080679893494}","[0.004891926422715187, 0.9951080679893494]","['MELO_0_100', 'MELO_100_0']",2,True,MELO_100_0,0.9951080679893494
7,0.00018144398927688599,23060.552354000753,"{'MELO_0_100': 0.2612748146057129, 'MELO_100_0': 0.7387251853942871}","[0.2612748146057129, 0.7387251853942871]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.7387251853942871
8,0.00024529919028282166,22486.69571710674,"{'MELO_0_100': 0.36212876439094543, 'MELO_100_0': 0.637871265411377}","[0.36212876439094543, 0.637871265411377]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.637871265411377
9,0.000247955322265625,32130.941082544956,"{'MELO_0_100': 0.9998582601547241, 'MELO_100_0': 0.00014170943177305162}","[0.9998582601547241, 0.00014170943177305162]",['MELO_0_100'],1,True,MELO_0_100,0.9998582601547241
10,0.0002552717924118042,23450.415514239558,"{'MELO_0_100': 0.20000000298023224, 'MELO_100_0': 0.800000011920929}","[0.20000000298023224, 0.800000011920929]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.800000011920929
11,0.00026676803827285767,22809.266000691936,"{'MELO_0_100': 0.3004849851131439, 'MELO_100_0': 0.6995150446891785}","[0.3004849851131439, 0.6995150446891785]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.6995150446891785
12,0.0002683214843273163,22812.296913368875,"{'MELO_0_100': 0.30000001192092896, 'MELO_100_0': 0.699999988079071}","[0.30000001192092896, 0.699999988079071]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.699999988079071
