equilibrium_id,regret,welfare,mixture_dict,mixture_vector,support,support_size,is_pure_strategy,dominant_strategy,dominant_probability
39,0.0,27467.58623916678,"{'MELO_0_100': 0.5715987086296082, 'MELO_100_0': 0.42840123176574707}","[0.5715987086296082, 0.42840123176574707]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_0_100,0.5715987086296082
40,0.0,21627.868880794293,"{'MELO_0_100': 0.3999072015285492, 'MELO_100_0': 0.6000928282737732}","[0.3999072015285492, 0.6000928282737732]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.6000928282737732
41,0.0,21710.032816410287,"{'MELO_0_100': 0.3319784104824066, 'MELO_100_0': 0.6680216193199158}","[0.3319784104824066, 0.6680216193199158]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.6680216193199158
42,0.0,21636.014792704795,"{'MELO_0_100': 0.3509693741798401, 'MELO_100_0': 0.6490306258201599}","[0.3509693741798401, 0.6490306258201599]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.6490306258201599
43,0.0,21601.673315186697,"{'MELO_0_100': 0.39233309030532837, 'MELO_100_0': 0.6076669692993164}","[0.39233309030532837, 0.6076669692993164]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.6076669692993164
44,0.0,28402.20280410907,"{'MELO_0_100': 0.5954992175102234, 'MELO_100_0': 0.404500812292099}","[0.5954992175102234, 0.404500812292099]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_0_100,0.5954992175102234
45,0.0,29203.203730995327,"{'MELO_0_100': 0.620725691318512, 'MELO_100_0': 0.37927430868148804}","[0.620725691318512, 0.37927430868148804]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_0_100,0.620725691318512
46,0.0,32306.727485913903,"{'MELO_0_100': 0.9424039125442505, 'MELO_100_0': 0.057596057653427124}","[0.9424039125442505, 0.057596057653427124]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_0_100,0.9424039125442505
47,0.0,22650.009157752567,"{'MELO_0_100': 0.13009653985500336, 'MELO_100_0': 0.8699033856391907}","[0.13009653985500336, 0.8699033856391907]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.8699033856391907
48,0.0,29207.80957963038,"{'MELO_0_100': 0.6208891868591309, 'MELO_100_0': 0.37911078333854675}","[0.6208891868591309, 0.37911078333854675]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_0_100,0.6208891868591309
49,0.0,23190.459085264916,"{'MELO_0_100': 0.4797753393650055, 'MELO_100_0': 0.5202246904373169}","[0.4797753393650055, 0.5202246904373169]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.5202246904373169
50,0.0,27732.48025338365,"{'MELO_0_100': 0.5779444575309753, 'MELO_100_0': 0.4220554828643799}","[0.5779444575309753, 0.4220554828643799]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_0_100,0.5779444575309753
51,0.0,21591.040530975773,"{'MELO_0_100': 0.3870817720890045, 'MELO_100_0': 0.6129181981086731}","[0.3870817720890045, 0.6129181981086731]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.6129181981086731
52,0.0,22365.47890887372,"{'MELO_0_100': 0.19992835819721222, 'MELO_100_0': 0.8000715970993042}","[0.19992835819721222, 0.8000715970993042]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.8000715970993042
53,0.0,22726.809897705458,"{'MELO_0_100': 0.10863190144300461, 'MELO_100_0': 0.8913680911064148}","[0.10863190144300461, 0.8913680911064148]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.8913680911064148
54,0.0,25175.440100651937,"{'MELO_0_100': 0.5234923958778381, 'MELO_100_0': 0.4765075743198395}","[0.5234923958778381, 0.4765075743198395]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_0_100,0.5234923958778381
55,0.0,22288.86290368709,"{'MELO_0_100': 0.2166186273097992, 'MELO_100_0': 0.7833813428878784}","[0.2166186273097992, 0.7833813428878784]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.7833813428878784
56,0.0,31991.21983997944,"{'MELO_0_100': 0.8559025526046753, 'MELO_100_0': 0.1440974622964859}","[0.8559025526046753, 0.1440974622964859]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_0_100,0.8559025526046753
57,0.0,21799.730683701673,"{'MELO_0_100': 0.4223116934299469, 'MELO_100_0': 0.5776883363723755}","[0.4223116934299469, 0.5776883363723755]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.5776883363723755
58,0.0,28877.621606699162,"{'MELO_0_100': 0.6097612977027893, 'MELO_100_0': 0.3902386724948883}","[0.6097612977027893, 0.3902386724948883]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_0_100,0.6097612977027893
