equilibrium_id,regret,welfare,mixture_dict,mixture_vector,support,support_size,is_pure_strategy,dominant_strategy,dominant_probability
23,0.0,30075.929719932676,"{'MELO_0_100': 0.6353946328163147, 'MELO_100_0': 0.3646053969860077}","[0.6353946328163147, 0.3646053969860077]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_0_100,0.6353946328163147
24,0.0,32526.44569145484,"{'MELO_0_100': 0.7890308499336243, 'MELO_100_0': 0.21096916496753693}","[0.7890308499336243, 0.21096916496753693]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_0_100,0.7890308499336243
25,0.0,21825.732849771306,"{'MELO_0_100': 0.37952151894569397, 'MELO_100_0': 0.6204784512519836}","[0.37952151894569397, 0.6204784512519836]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.6204784512519836
26,0.0,23671.71000336796,"{'MELO_0_100': 0.020460834726691246, 'MELO_100_0': 0.979539155960083}","[0.020460834726691246, 0.979539155960083]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.979539155960083
27,0.0,23719.994261236516,"{'MELO_0_100': 0.012235029600560665, 'MELO_100_0': 0.9877649545669556}","[0.012235029600560665, 0.9877649545669556]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.9877649545669556
28,0.0,24063.515470909704,"{'MELO_0_100': 0.4888090491294861, 'MELO_100_0': 0.5111908912658691}","[0.4888090491294861, 0.5111908912658691]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.5111908912658691
29,0.0,21980.65925869528,"{'MELO_0_100': 0.4049726724624634, 'MELO_100_0': 0.5950273871421814}","[0.4049726724624634, 0.5950273871421814]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.5950273871421814
30,0.0,26779.275549696544,"{'MELO_0_100': 0.5468959808349609, 'MELO_100_0': 0.45310401916503906}","[0.5468959808349609, 0.45310401916503906]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_0_100,0.5468959808349609
31,0.0,23745.902549941104,"{'MELO_0_100': 0.007795069832354784, 'MELO_100_0': 0.9922049641609192}","[0.007795069832354784, 0.9922049641609192]","['MELO_0_100', 'MELO_100_0']",2,True,MELO_100_0,0.9922049641609192
32,0.0,23571.117562795618,"{'MELO_0_100': 0.47630900144577026, 'MELO_100_0': 0.5236910581588745}","[0.47630900144577026, 0.5236910581588745]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.5236910581588745
33,0.0,25991.929540699224,"{'MELO_0_100': 0.5304690003395081, 'MELO_100_0': 0.46953096985816956}","[0.5304690003395081, 0.46953096985816956]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_0_100,0.5304690003395081
34,0.0,21981.956447934648,"{'MELO_0_100': 0.4051123857498169, 'MELO_100_0': 0.5948876142501831}","[0.4051123857498169, 0.5948876142501831]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.5948876142501831
35,0.0,22639.012951115077,"{'MELO_0_100': 0.1850377321243286, 'MELO_100_0': 0.8149622678756714}","[0.1850377321243286, 0.8149622678756714]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.8149622678756714
36,0.0,21871.083238166073,"{'MELO_0_100': 0.3200651705265045, 'MELO_100_0': 0.6799347996711731}","[0.3200651705265045, 0.6799347996711731]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.6799347996711731
37,0.0,21793.321005392965,"{'MELO_0_100': 0.3589588701725006, 'MELO_100_0': 0.6410411596298218}","[0.3589588701725006, 0.6410411596298218]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.6410411596298218
38,0.0,33250.749793692856,"{'MELO_0_100': 0.9099003672599792, 'MELO_100_0': 0.09009961038827896}","[0.9099003672599792, 0.09009961038827896]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_0_100,0.9099003672599792
39,0.0,32046.991713575684,"{'MELO_0_100': 0.7429094910621643, 'MELO_100_0': 0.2570905387401581}","[0.7429094910621643, 0.2570905387401581]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_0_100,0.7429094910621643
40,0.0,24091.206112469907,"{'MELO_0_100': 0.48947250843048096, 'MELO_100_0': 0.5105275511741638}","[0.48947250843048096, 0.5105275511741638]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.5105275511741638
41,0.0,28111.712626115328,"{'MELO_0_100': 0.5769801139831543, 'MELO_100_0': 0.4230199158191681}","[0.5769801139831543, 0.4230199158191681]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_0_100,0.5769801139831543
42,0.0,29687.51279651596,"{'MELO_0_100': 0.6216474175453186, 'MELO_100_0': 0.3783526122570038}","[0.6216474175453186, 0.3783526122570038]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_0_100,0.6216474175453186
43,0.0,32369.825290733643,"{'MELO_0_100': 0.772316038608551, 'MELO_100_0': 0.2276839315891266}","[0.772316038608551, 0.2276839315891266]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_0_100,0.772316038608551
44,0.0,29626.454837441364,"{'MELO_0_100': 0.6196134686470032, 'MELO_100_0': 0.3803865313529968}","[0.6196134686470032, 0.3803865313529968]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_0_100,0.6196134686470032
45,0.0,21895.211101171088,"{'MELO_0_100': 0.39401066303253174, 'MELO_100_0': 0.6059893369674683}","[0.39401066303253174, 0.6059893369674683]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.6059893369674683
46,0.0,29988.398062895893,"{'MELO_0_100': 0.6321660876274109, 'MELO_100_0': 0.3678339719772339}","[0.6321660876274109, 0.3678339719772339]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_0_100,0.6321660876274109
47,0.0,23734.132864087056,"{'MELO_0_100': 0.009814354591071606, 'MELO_100_0': 0.9901856780052185}","[0.009814354591071606, 0.9901856780052185]","['MELO_0_100', 'MELO_100_0']",2,True,MELO_100_0,0.9901856780052185
48,0.0,22842.974988367892,"{'MELO_0_100': 0.4537476599216461, 'MELO_100_0': 0.5462523102760315}","[0.4537476599216461, 0.5462523102760315]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.5462523102760315
49,0.0,23381.169002842413,"{'MELO_0_100': 0.4710240662097931, 'MELO_100_0': 0.5289759039878845}","[0.4710240662097931, 0.5289759039878845]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.5289759039878845
50,0.0,30982.754719486995,"{'MELO_0_100': 0.6746665835380554, 'MELO_100_0': 0.3253334164619446}","[0.6746665835380554, 0.3253334164619446]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_0_100,0.6746665835380554
51,0.0,29423.36577015473,"{'MELO_0_100': 0.6130678653717041, 'MELO_100_0': 0.3869321346282959}","[0.6130678653717041, 0.3869321346282959]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_0_100,0.6130678653717041
52,0.0,21908.116054532253,"{'MELO_0_100': 0.3105400800704956, 'MELO_100_0': 0.6894599795341492}","[0.3105400800704956, 0.6894599795341492]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.6894599795341492
53,0.0,22011.780465393054,"{'MELO_0_100': 0.28833532333374023, 'MELO_100_0': 0.7116646766662598}","[0.28833532333374023, 0.7116646766662598]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.7116646766662598
54,0.0,22808.335464617347,"{'MELO_0_100': 0.15896740555763245, 'MELO_100_0': 0.8410326242446899}","[0.15896740555763245, 0.8410326242446899]","['MELO_0_100', 'MELO_100_0']",2,False,MELO_100_0,0.8410326242446899
55,0.0,23782.248801447873,"{'MELO_0_100': 0.0015349987661466002, 'MELO_100_0': 0.9984650015830994}","[0.0015349987661466002, 0.9984650015830994]","['MELO_0_100', 'MELO_100_0']",2,True,MELO_100_0,0.9984650015830994
